CODIGO	DIAGNOSTIC
W929	EXPOSICION EN LUGAR NO ESPECIFICADO A CALOR EXCESIVO DE ORIGEN ARTIFICIAL
W93	EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W930	EXPOSICION EN VIVIENDA A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W931	EXPOSICION EN INSTITUCION RESIDENCIAL A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W932	"EXPOSICION EN ESCUELAS, OTRAS INST.Y AREAS ADM.PUBLICAS A FRIO EXCESIVO DE ORIGEN ARTIFICIAL"
W933	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W934	EXPOSICION EN CALLES Y CARRETERAS A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W935	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W936	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCION A FRIO EXCSESIVO DE ORIGEN ARTIFICIAL
W937	EXPOSICION EN GRANJA A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W938	EXPOSICION EN OTRO LUGAR ESPECIFICADO A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W939	EXPOSICION EN LUGAR NO ESPECIFICADO A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W94	EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W940	EXPOSICION EN VIVIENDA A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W941	EXPOSICION EN INSTITUCION RESIDENCIAL A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W942	"EXPOSICION EN ESCUELAS, OTRAS INST.Y AREAS ADM.PUBLICAS A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS"
W943	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL
W944	EXPOSICION EN CALLES Y CARRETERAS A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W945	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A PRESION ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W946	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTR.A PRESION ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W947	EXPOSICION EN GRANJA A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W948	EXPOSICION EN OTRO LUGAR ESPECIFICADO A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W949	EXPOSICION EN LUGAR NO ESPECIFICADO A PRESION DE AIRE ALTA/BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W99	"EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL"
W990	EXPOSICION EN VIVIENDA A OTROS FACT.AMBIENT.Y NO ESPECIFICADOS DE ORIGEN ARTIFICIAL
W991	EXPOSICION EN INST.RESIDENCIAL A OTROS FACT.AMBIENT.Y NO ESPECIFICADOS DE ORIGEN ARTIFICIAL
W992	"EXPOSICION EN ESCUELAS, OTRAS INST.Y AREAS ADM.PUBLICAS A OTROS FACT.AMBIENT.Y NO ESPECIF.DE ORIGEN"
W993	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A OTROS FACT.AMBIENT.Y NO ESPECIF.DE ORIGEN ARTIFICIAL
W994	EXPOSICION EN CALLES Y CARRETERAS A OTROS FACT.AMBIENT.Y NO ESPECIFICADOS DE ORIGEN ARTIFICIAL
W995	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A OTROS FACT.AMBIENT.Y NO ESPECIF.DE ORIGEN ARTIFICIAL
W996	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCION A OTROS FAXT.AMBIENT.Y NO ESPECIF.DE ORIGEN ARTIF
W997	EXPOSICION EN GRANJA A OTROS FACT.AMBIENT.Y NO ESPECIFICADOS DE ORIGEN ARTIFICIAL
W998	EXPOSICION EN OTRO LUGAR ESPECIFICADO A OTROS FACT.AMBIENT.Y NO ESPECIFICADOS DE ORIGEN ARTIFICIAL
W999	EXPOSICION EN LUGAR NO ESPECIFICADO A OTROS FACT.AMBIENT.Y NO ESPECIFICADOS DE ORIGEN ARTIFICIAL
X00	EXPOSICION A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X000	EXPOSICION EN VIVIENDA A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X001	EXPOSICION EN INSTITUCION RESIDENCIAL A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X002	"EXPOSISCION EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS A FUEGO NO CONTROLADO EN EDIFICIO U"
X003	EXPOSICION EN AREA DE DEPORTE Y ATLETISMO A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X004	EXPOSISCION EN CALLES Y CARRETERAS A FUEGO NO CON TROLADO EN EDIFICIO U OTRA CONSTRUCCION
X005	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X006	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCION A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRU.
X007	EXPOSICION EN GRANJA A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X008	EXPOSICION EN OTRO LUGAR ESPECIFICADO A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONTRUCCION
X009	EXPOSICION EN LUGAR NO ESPECIFICADO A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X01	EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION
X010	EXPOSICION EN VIVIENDA A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION
X011	EXPOSICION EN INSTITUCION RESIDENCIAL A FUEGO NO CONTROLADO EN LUGAR QUE ES EDIFICIO U OTRA CONSTRUC
X012	"EXPOSICION EN ESCUELA, OTRAS INSTITU.Y AREAS ADMINIS.A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFIC"
X013	EXPOSICION EN AREA DE DEPORTE Y ATLETISMO A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA C
X014	EXPOSICION EN CALLES Y CARRETERAS A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCC
X015	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A FUEGONO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA
X016	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCIONA FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO
X017	EXPOSICION EN GRANJA A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION
X018	EXPOSICION EN OTRO LUGAR ESPECIFICADO A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONST
X019	EXPOSICION EN LUGAR NO ESPECIFICADO A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRU
X02	EXPOSICION A FUEGO CONTROLADO EN EDIFICIO O ESTRUCTURA
X020	EXPOSICION EN VIVIENDA A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X021	EXPOSICION EN INSTITUCION RESIDENCIAL A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X022	"EXPOSICION EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS A FUEGO CONTROLADO EN EDIFICIO U OTRA"
X023	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A FUEGOCONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X024	EXPOSICION EN CALLES Y CARRETERAS A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X025	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A FUEGOCONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X026	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCION A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCIO
X027	EXPOSICION EN GRANJA A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X028	EXPOSICION EN OTRO LUGAR ESPECIFICADO A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X029	EXPOSICION EN LUGAR NO ESPECIFICADO A FUEGO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X03	EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION
X030	EXPOSICION EN VIVIENDA A FUEGO CONTROLADO EN LUGARQUE NO ES EDIFICIO U OTRA CONSTRUCCION
X031	EXPOSICION EN INSTITUCION RESIDENCIAL A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUC
X032	"EXPOSICION EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS A FUEGO CONTROL.EN LUGAR NO ES EDIFICI"
X033	EXPOSICION EN AREA DE DEPORTE Y ATLETISMO A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONS
X034	EXPOSICION EN CALLE Y CARRETERAS A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION
X035	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A FUEGOCONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONS
X036	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCIONA FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U
X037	EXPOSICION EN GRANJA A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCION
X038	EXPOSICION EN OTRO LUGAR ESPECIFICADO A FUEGO CONTTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRU
X039	EXPOSICION EN LUGAR NO ESPECIFICADO A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO U OTRA CONSTRUCCI
X04	EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X040	EXPOSICION EN VIVIENDA A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X041	EXPOSICION EN INSTITUCION RESIDENCIAL A IGNICION DE MATERIA ALTAMENTE INFLAMABLE
X042	"EXPOSICION EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS A IGNICION DE MATERIAL ALTAMENTE INFLA"
X043	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X044	EXPOSICION EN CALLES Y CARRETERAS A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X045	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X046	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCIONA IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X047	EXPOSICION EN GRANJA A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X048	EXPOSICION EN OTRO LUGAR ESPECIFICADO A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X049	EXPOSICION EN LUGAR NO ESPECIFICADO A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X05	EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR
X050	EXPOSICION EN VIVIENDA A IGNICION O FUSION DE ROPAS DE DORMIR
X051	EXPOSICION EN INSTITUCION RESIDENCIAL A IGNICION OFUSION DE ROPAS DE DORMIR
X052	"EXPOSICION EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINIS.PUBLICAS A IGNICION O FUSION DE ROPAS DE"
X053	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A IGNICION O FUSION DE ROPAS DE DORMIR
X054	EXPOSICION EN CALLES Y CARRETERAS A IGNICION O FUSION DE ROPAS DE DORMIR
X055	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A IGNICION O FUSION DE ROPAS DE DORMIR
X056	EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCIONA IGNICION O FUSION DE ROPAS DE DORMIR
X057	EXPOSICION EN GRANJA A IGNICION O FUSION DE ROPAS DE DORMIR
X058	EXPOSICION EN OTRO LUGAR ESPECIFICADO A IGNICION OFUSION DE ROPAS DE DORMIR
X059	EXPOSICION EN LUGAR NO ESPECIFICADO A IGNICION O FUSION DE ROPAS DE DORMIR
X06	EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X060	EXPOSICION EN VIVIENDA A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X061	EXPOSICION EN INSTITUCION RESIDENCIAL A IGNICION OFUSION DE OTRAS ROPAS Y ACCESORIOS
X062	"EXPOSICION EN ESCUELAS, OTRAS INSTITUCI.Y AREAS ADMINI.PUBLICAS A IGNICION O FUSION DE OTRAS ROPAS Y"
X063	EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X064	EXPOSICION EN CALLES Y CARRETERAS A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X065	EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X066	AXESORIOS EN AREA INDUSTRIAL Y DE LA CONSTRUCCION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X067	EXPOSICION EN GRANJA A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X068	EXPOSICION EN OTRO LUGAR ESPECIFICADO A IGNICION DE OTRAS ROPAS Y ACCESORIOS
X069	EXPOSICION EN LUGAR NO ESPECIFICADO A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X08	"EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS, ESPECIFICADOS"
X080	"EXPOSICION EN VIVIENDA A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X081	"EXPOSICION EN INSTITUCION RESIDENCIAL A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X082	"EXPOSICION EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINI.PUBLICAS A OTROS HUMOS, FUEGOS O LLAMAS"
X083	"EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A OTROSHUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X084	"EXPOSICION EN CALLES Y CARRETERAS A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X085	"EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X086	"EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCIONA OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X087	"EXPOSICION EN GRANJA A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X088	"EXPOSICION EN OTRO LUGAR ESPECIFICADO A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X089	"EXPOSICION EN LUGAR NO ESPECIFICADO A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X09	"EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X090	"EXPOSICION EN VIVIENDA A HUMOS, FUEGOS O LLAMAS NOESPECIFICADOS"
X091	"EXPOSICION EN INSTITUCION RESIDENCIAL A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X092	"EXPOSICION EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINI.PUBLICAS A HUMOS, FUEGOS O LLAMAS NO ESPE"
X093	"EXPOSICION EN AREAS DE DEPORTE Y ATLETISMO A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X094	"EXPOSICION EN CALLES Y CARRETERAS A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X095	"EXPOSICION EN COMERCIO Y AREA DE SERVICIOS A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X096	"EXPOSICION EN AREA INDUSTRIAL Y DE LA CONSTRUCCIONA HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X097	"EXPOSICION EN GRANJA A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X098	"EXPOSICION EN OTRO LUGAR ESPECIFICADO A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X099	"EXPOSICION EN LUGAR NO ESPECIFICADO A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS"
X10	"CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, CALIENTES"
X100	"CONTACTO EN VIVIENDA CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINAR, CALIENTES"
X101	"CONTACTO EN INSTITUCION RESIDENCIAL CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINAR, CALIENTES"
X102	CONTACTO EN ESCUELAS/INSTITU./AREAS ADMINI.PUBLICAS CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINA
X103	"CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON BEBIDAS/ALIMENTOS/GRASAS/ACEITESPARA COCINAR, CALIENTE"
X104	"CONTACTO EN CALLES Y CARRETERAS CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINAR, CALIENTES"
X105	"CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINAR, CALIENTE"
X106	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINAR
X107	"CONTACTO EN GRANJA CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES/ PARA COCINAR, CALIENTE"
X108	"CONTACTO EN OTRO LUGAR ESPECIFICADO CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINAR, CALIENTES"
X109	"CONTACTO EN LUGAR NO ESPECIFICADO CON BEBIDAS/ALIMENTOS/GRASAS/ACEITES PARA COCINAR, CALIENTES"
X11	CONTACTO CON AGUA CALIENTE CORRIENTE
X110	CONTACTO EN VIVIENDA CON AGUA CALIENTE CORRIENTE
X111	CONTACTO EN INSTITUCION RESIDENCIAL CON AGUA CALIENTE CORRIENTE
X112	CONTACTOS EN ESCUELAS OTRAS INSTIT.Y AREAS ADMINI.PUBLICAS CON AGUA CALIENTE CORRIENTE
X113	CONTACTOS EN AREAS DE DEPORTE Y ATLETISMO CON AGUA CALIENTE CORRIENTE
X114	CONTACTO EN CALLES Y CARRETERAS CON AGUA CALIENTE CORRIENTE
X115	CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON AGUA CALIENTE CORRIENTE
X116	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON AGUA CALIENTE CORRIENTE
X117	CONTACTO EN GRANJA CON AGUA CALIENTE CORRIENTE
X118	CONTACTO EN OTRO LUGAR ESPECIFICADO CON AGUA CALIENTE CORRIENTE
X119	CONTACTO EN LUGAR NO ESPECIFICADO CON AGUA CALIENTE CORRIENTE
X12	CONTACTO CON OTROS LIQUIDOS CALIENTES
X120	CONTACTO EN VIVIENDA CON OTROS LIQUIDOS CALIENTES
X121	CONTACTO EN INSTITUCION RESIDENCIAL CON OTROS LIQUIDOS CALIENTES
X122	"CONTACTO EN ESCUELAS, OTRAS INSTIT.Y AREAS ADMINI. PUBLICAS CON OTROS LIQUIDOS CALIENTES"
X123	CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON OTROS LIQUIDOS CALIENTES
X124	CONTACTOS EN CALLES Y CARRETERAS CON OTROS LIQUIDOS CALIENTES
X125	CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON OTROS LIQUIDOS CALIENTES
X126	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON OTROS LIQUIDOS CALIENTES
X127	CONTACTO EN GRANJA CON OTROS LIQUIDOS CALIENTES
X128	CONTACTO EN OTRO LUGAR ESPECIFICADO CON OTROS LIQUIDOS CALIENTES
X129	CONTACTO EN LUGAR NO ESPECIFICADO CON OTROS LIQUIDOS CALIENTES
X13	CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X130	CONTACTO EN VIVIENDA CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X131	CONTACTO EN INSTITUCION RESIDENCIAL CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X132	"CONTACTO EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS CON VAPOR DE AGUA Y OTROS VAPORES CALIEN"
X133	CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X134	CONTACTO EN CALLES Y CARRETERAS CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X135	CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X136	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X137	CONTACTO EN GRANJA CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X138	CONTACTO EN OTRO LUGAR ESPECIFICADO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X139	CONTACTO EN LUGAR NO ESPECIFICADO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X14	CONTACTO CON AIRE Y GASES CALIENTES
X140	CONTACTO EN VIVIENDA CON AIRE Y GASES CALIENTES
X141	CONTACTO EN INSTITUCION RESIDENCIAL CON AIRE Y GASES CALIENTES
X142	"CONTACTO EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI. PUBLICAS CON AIRE Y GASES CALIENTES"
X143	CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON AIRE Y GASES CALIENTES
X144	CONTACTO EN CALLES Y CARRETERAS CON AIRE Y GASES CALIENTES
X145	CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON AIRE Y GASES CALIENTES
X146	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON AIRE Y GASES CALIENTES
X147	CONTACTO EN GRANJA CON AIRE Y GASES CALIENTES
X148	CONTACTO EN OTRO LUGAR ESPECIFICADO CON AIRE Y GASES CALIENTES
X149	CONTACTO EN LUGAR NO ESPECIFICADO CON AIRE Y GASES CALIENTES
X15	CONTACTO CON UTENSILLOS DOMESTICOS CALIENTES
X150	CONTACTO EN VIVIENDA CON UTENSILIOS DOMESTICOS CALIENTES
X151	CONTACTO EN INSTITUCION RESIDENCIAL CON UTENSILIOS DOMESTICOS CALIENTES
X152	"CONTACTO EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS CON UTENSILIOS DOMESTICOS CALIENTES"
X153	CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON UTENSILIOS DOMESTICOS CALIENTES
X154	CONTACTO EN CALLES Y CARRETERAS CON UTENSILIOS DOMESTICOS CALIENTES
X155	CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON UTENSILIOS DOMESTICOS CALIENTES
X156	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON UTENSILIOS DOMESTICOS CALIENTES
X157	CONTACTO EN GRANJA CON UTENSILIOS DOMESTICOS CALIENTES
X158	CONTACTO EN OTRO LUGAR ESPECIFICADO CON UTENSILIOS DOMESTICOS CALIENTES
X159	CONATACTO EN LUGAR NO ESPECIFICADO CON UTENSILIOS DOMESTICOS CALIENTES
X16	"CONTACTO CON RADIADORES, CA#ERIAS Y ARTEFACTOS PARA CALEFACCION, CALIENTES"
X160	"CONTACTO EN VIVIENDA CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION, CALIENTES"
X161	"CONTACTO EN INSTITUCION RESIDENCIAL CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION, CALIENTES"
X162	"CONTACTO EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA"
X163	"CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION, CALIEN"
X164	"CONTACTO EN CALLES Y CARRETERAS CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION, CALIENTES"
X165	"CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON RADIADORES/CA#ERIS/ARTEFACTOS PARA CALEFACCION, CALIENT"
X166	CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION
X167	"CONTACTO EN GRANJA CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION, CALIENTES"
X168	"CONTACTO EN OTRO LUGAR ESPECIFICADO CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION, CALIENTES"
X169	"CONTACTO EN LUGAR NO ESPECIFICADO CON RADIADORES/CA#ERIAS/ARTEFACTOS PARA CALEFACCION, CALIENTES"
X17	"CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X170	"CONTACTO EN VIVIENDA CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X171	"CONTACTO EN INSTITUCION RESIDENCIAL CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X172	"CONTACTO EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS CON MAQUINAS, MOTORES Y HERRAMIENTAS CAL"
X173	"CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X174	"CONTACTO EN CALLES Y CARRETERAS CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X175	"CONTACTO EN COMERCIO Y AREA DE SERVICIOS CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X176	"CONTACTO EN AREA INDUSTRIAL Y DE LA CONSTRUCCION CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X177	"CONTACTO EN GRANJA CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X178	"CONTACTO EN OTRO LUGAR ESPECIFICADO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X179	"CONTACTO EN LUGAR NO ESPECIFICADO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X18	CONTACTO CON OTROS METALES CALIENTES
X180	CONTACTO EN VIVIENDA CON OTROS METALES CALIENTES
X181	CONTACTO EN INSTITUCION RESIDENCIAL CON OTROS METALES CALIENTES
X182	"CONTACTO EN ESCUELAS, OTRAS INSTITU.Y AREAS ADMINI.PUBLICAS CON OTROS METALES CALIENTES"
X183	CONTACTO EN AREAS DE DEPORTE Y ATLETISMO CON OTROS METALES CALIENTES
